item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_description,current_status,kewords,topic_group,topic_desc
80362974,SLÄKT,Tables & desks,295,No old price,TRUE,https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,No,"        Storage box with castors,          62x62x35 cm",Ebba Strandmark,53,35,62,"SLÄKT storage box with castors, white, 62x62x35 cm Perfect when it’s time for play – just roll it out. And when it’s time to tidy up, simply put the toys back into the drawer and roll it under the bed. Just as easy, every day. Easy to move where it is needed thanks to castors.",Item still available for sale,white roll it’s tidy put roll easy move needed,2,Durability and Appearance
80226137,VÄDRA,Tables & desks,95,No old price,TRUE,https://www.ikea.com/sa/en/p/vaedra-babycare-mat-80226137/,No,"        Babycare mat,          48x74 cm",IKEA of Sweden,,,48,"VÄDRA babycare mat, 48x74 cm The soft foam filling and raised sides make precious moments at the changing table comfy and safe for your baby. Made of harmless plastic that’s easy to wipe off to clean. The three raised edges increase safety and reduce the risk of falls.",Item still available for sale,cm soft raised make precious changing table safe Made harmless easy wipe clean raised increase reduce,2,Durability and Appearance
30264301,OLOV,Tables & desks,50,No old price,TRUE,https://www.ikea.com/sa/en/p/olov-leg-adjustable-black-30264301/,Yes,"        Leg, adjustable",IKEA of Sweden,,,,"OLOV leg, adjustable, black Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space.",Item still available for sale,adjustable black match table top buying create fits available,2,Durability and Appearance
10253025,BEKANT,Tables & desks,500,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-left-hand-corner-table-top-white-10253025/,Yes,"        Left-hand corner table top,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110,"Buy office desks online at IKEA Saudi Arabia. Browse a vast collection of office furniture like a desk, tabletop, corner desk & more available in many styles.",Item still available for sale,online vast available many,1,Style and Functionality
99011764,MELLTORP / MARIUS,Tables & desks,149,SR 175,TRUE,https://www.ikea.com/sa/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,No,"        Table and 2 stools,          75 cm",Ola Wihlborg/Lisa Norinder,,72,75,"MELLTORP / MARIUS table and 2 stools, white/black, 75 cm This table suits many people from the minimalist to the family demanding everyday strength and durability. Put it in the kitchen or in the dining room. The clean design combines well with many styles.",Item still available for sale,table many demanding everyday Put clean many,0,"Color and Aesthetics, Usability"
30428982,NORRÅKER,Tables & desks,596,SR 745,TRUE,https://www.ikea.com/sa/en/p/norraker-table-birch-30428982/,No,"        Table,          125x74 cm",J Karlsson/N Karlsson,,74,74,"NORRÅKER table, birch, 125x74 cm Each table expresses straightforward Scandinavian design in birch with varying grain patterns and natural colour shifts. Approved for public use – so you know it can handle eager children and wild friends.",Item still available for sale,expresses Scandinavian varying natural public know handle eager wild,2,Durability and Appearance
50365177,MAMMUT,Tables & desks,129,No old price,TRUE,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-white-50365177/,No,"        Children's table,          77x55 cm",M Kjelstrup/A Östgaard,,48,55,"MAMMUT children's table, in/outdoor white, 77x55 cm The robust and lightweight MAMMUT series withstands the elements of weather and wild imaginative play. Perfect for the outdoors and easy to clean when it’s time to move indoors. Easy to assemble – you just click the components together.",Item still available for sale,in/outdoor white cm robust lightweight withstands wild imaginative easy clean it’s move assemble click,1,Style and Functionality
99323614,SMÅGÖRA,Tables & desks,370,No old price,TRUE,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-1-shlf-ut-white-s99323614/,No,        Changing tbl/bookshelf w 1 shlf ut,IKEA of Sweden,40,91,60,"SMÅGÖRA changing tbl/bookshelf w 1 shlf ut, white Changing table with room for more things. With 1 extra shelf unit behind the changing table, you get even more room for everything you need close at hand when you take care of your baby. Comfortable height for changing the baby.",Item still available for sale,changing w white Changing extra changing get need take Comfortable changing,1,Style and Functionality
50414210,HAVSTA,Tables & desks,445,No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-nest-of-tables-set-of-2-grey-50414210/,Yes,"        Nest of tables, set of 2",IKEA of Sweden,,,,"HAVSTA nest of tables, set of 2, grey Made of solid wood with crafted details and a brushed surface, HAVSTA nest tables add a genuine feel and charm to your room. You can use them individually or push them together to save space. Made of wood from sustainable sources.",Item still available for sale,solid crafted brushed add genuine use push save Made sustainable,2,Durability and Appearance
29304826,TOMMARYD,Tables & desks,695,No old price,TRUE,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,No,"        Table,          130x70/105 cm",Maja Ganszyniec,,105,70,"Buy bar tables online at IKEA Saudi Arabia. Browse a vast range of bar tables, bar tables, and stools available in different sizes & colors. Shop now.",Item still available for sale,online vast available different,1,Style and Functionality
60365167,MAMMUT,Tables & desks,129,No old price,TRUE,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-red-60365167/,No,"        Children's table,          77x55 cm",M Kjelstrup/A Östgaard,,48,55,"Shop for children's outdoor furniture at IKEA Saudi Arabia. Check out a vast range of children's outdoor furniture like tables, chairs, stools & many more.",Item still available for sale,outdoor Check vast outdoor many,1,Style and Functionality
50460886,SMÅGÖRA,Tables & desks,275,No old price,TRUE,https://www.ikea.com/sa/en/p/smagoera-changing-table-bookshelf-white-50460886/,No,        Changing table/bookshelf,IKEA of Sweden,40,91,60,"SMÅGÖRA changing table/bookshelf, white When we created the traditional SMÅGÖRA series, we focused on safety. That´s why all the surfaces of the cot, changing table and wardrobe are non-toxic – with all edges and corners softly rounded. Comfortable height for changing the baby.",Item still available for sale,changing white created traditional focused changing non-toxic rounded Comfortable changing,1,Style and Functionality
70407360,BJÖRKSNÄS,Tables & desks,395,No old price,TRUE,https://www.ikea.com/sa/en/p/bjoerksnaes-bedside-table-birch-70407360/,No,"        Bedside table,          48x38 cm",K Hagberg/M Hagberg,38,8,48,"BJÖRKSNÄS bedside table, birch, 48x38 cm The BJÖRKSNÄS collection has its roots in Scandinavian craftsmanship tradition. Classic and freestanding in durable natural materials with nice details and proportions that make them fit in many rooms. Smooth running drawer with pull-out stop.",Item still available for sale,Scandinavian Classic freestanding durable natural nice make fit many running pull-out,2,Durability and Appearance
79282426,BEKANT,Tables & desks,905,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s79282426/,Yes,"        Storage unit on castors,          41x61 cm",Eva Lilja Löwenhielm,45,61,41,Buy drawer units for office at IKEA Saudi Arabia. Our drawer units for office sort and organise everything from important documents to your staplers.,Item still available for sale,drawer important,1,Style and Functionality
19282085,BEKANT,Tables & desks,2950,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-desk-sit-stand-white-stained-oak-veneer-white-s19282085/,Yes,"        Desk sit/stand,          160x80 cm",K Malmvall/E Lilja Löwenhielm,,,80,"Buy office desks online at IKEA Saudi Arabia. Browse a vast collection of office furniture like a desk, tabletop, corner desk & more available in many styles.",Item still available for sale,online vast available many,1,Style and Functionality
50363970,SANDARED,Tables & desks,445,No old price,TRUE,https://www.ikea.com/sa/en/p/sandared-pouffe-dark-blue-50363970/,No,"        Pouffe,          71 cm",Synnöve Mork,,44,,"SANDARED pouffe, dark blue, 71 cm This soft and beautiful pouffe can be used as a footstool or extra seat. It is available in three sizes with knitted covers in different colours and patterns – perfect on their own or together! The cover is easy-care since it can be removed and machine washed.",Item still available for sale,dark soft beautiful used extra available knitted different – perfect easy-care removed washed,2,Durability and Appearance
10373495,BEKANT,Tables & desks,1495,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-shelving-unit-black-10373495/,Yes,"        Shelving unit,          121x134 cm",Eva Lilja Löwenhielm,45,134,121,"Buy bookcase online at IKEA Saudi Arabia. Browse a vast collection of children's bookcases, bookcases with doors, and bookshelf available in different sizes.",Item still available for sale,vast available different,1,Style and Functionality
293772,MÖCKELBY,Tables & desks,2495,No old price,TRUE,https://www.ikea.com/sa/en/p/moeckelby-table-oak-00293772/,No,"        Table,          235x100 cm",Marcus Arvonen,,74,100,"MÖCKELBY table, oak, 235x100 cm The plank look, created with a top layer of oak, enhances the crafted, farmhouse expression. Every table is unique with varying grain patterns and natural colour shifts. A robust table ready to entertain. The plank expression is enhanced by the design on the edges.",Item still available for sale,created top enhances crafted farmhouse unique varying natural robust ready entertain plank enhanced,2,Durability and Appearance
80278273,HILVER,Tables & desks,100,No old price,TRUE,https://www.ikea.com/sa/en/p/hilver-leg-cone-shaped-bamboo-80278273/,No,"        Leg cone-shaped,          70 cm",Chenyi Ke,,700,,"HILVER leg cone-shaped, bamboo, 70 cm Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space. Bamboo is a hardwearing natural material.",Item still available for sale,leg cone-shaped match table top buying create fits available hardwearing natural,2,Durability and Appearance
90365180,MAMMUT,Tables & desks,149,No old price,TRUE,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-blue-90365180/,No,"        Children's table,          85 cm",M Kjelstrup/A Östgaard,,48,,"Shop for children's outdoor furniture at IKEA Saudi Arabia. Check out a vast range of children's outdoor furniture like tables, chairs, stools & many more.",Item still available for sale,outdoor Check vast outdoor many,1,Style and Functionality
50219044,FREDDE,Tables & desks,1095,No old price,TRUE,https://www.ikea.com/sa/en/p/fredde-desk-black-50219044/,No,"        Desk,          185x74x146 cm",David Wahl,74,146,,"FREDDE gaming desk, black, 140/185x74x146 cm How do you make the perfect gaming station? That's what we set out to do with FREDDE desk by researching competitive gaming and enlisting a gamer designer of our own. 3 year guarantee. Read about the terms in the guarantee brochure.",Item still available for sale,gaming black make perfect 's set researching competitive enlisting Read,0,"Color and Aesthetics, Usability"
10297656,LISABO,Tables & desks,295,No old price,TRUE,https://www.ikea.com/sa/en/p/lisabo-side-table-ash-veneer-10297656/,No,"        Side table,          45x45 cm",K Hagberg/M Hagberg,,45,45,"LISABO side table, ash veneer, 45x45 cm We’re proud of our LISABO series, awarded with the prestigious, international Red Dot Award, for its design. The products are durable, sturdy and easy to assemble, yet look light and hand-crafted. Easy to assemble as each leg only has one fitting.",Item still available for sale,awarded prestigious international durable sturdy easy assemble look light hand-crafted assemble,2,Durability and Appearance
19022808,BEKANT,Tables & desks,1120,"SR 1,400",TRUE,https://www.ikea.com/sa/en/p/bekant-desk-white-s19022808/,Yes,"        Desk,          160x80 cm",K Malmvall/E Lilja Löwenhielm,80,,,"Buy office desks online at IKEA Saudi Arabia. Browse a vast collection of office furniture like a desk, tabletop, corner desk & more available in many styles.",Item still available for sale,online vast available many,1,Style and Functionality
80361564,VANGSTA,Tables & desks,545,No old price,TRUE,https://www.ikea.com/sa/en/p/vangsta-extendable-table-white-80361564/,No,"        Extendable table,          120/180x75 cm",IKEA of Sweden,,73,75,"VANGSTA extendable table, white, 120/180x75 cm A durable dining table that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table. Can be easily extended by one person.",Item still available for sale,extendable white durable makes easy big single extend there’s located extended,2,Durability and Appearance
20293766,MÖRBYLÅNGA,Tables & desks,2495,No old price,TRUE,https://www.ikea.com/sa/en/p/moerbylanga-table-oak-veneer-brown-stained-20293766/,No,"        Table,          220x100 cm",S Lanneskog/J Marnell,,74,100,"MÖRBYLÅNGA table, oak veneer brown stained, 220x100 cm The oak top layer enhances the plank feeling and details like the floating table top and dovetail joints give the table a crafted look. A table full of character and plenty of room for family and friends.",Item still available for sale,veneer brown stained top enhances floating table top dovetail give crafted table full,2,Durability and Appearance
30260807,ARKELSTORP,Tables & desks,795,No old price,TRUE,https://www.ikea.com/sa/en/p/arkelstorp-coffee-table-black-30260807/,Yes,"        Coffee table,          65x140x52 cm",Ebba Strandmark,,52,65,"ARKELSTORP coffee table, black, 65x140x52 cm ARKELSTORP coffee table has 2 drop leaves that allow you to easily adjust the size of the table. It also has a drawer for small items and a shelf where you can put things like magazines or tablets. Solid wood is a durable natural material.",Item still available for sale,black leaves adjust small put Solid durable natural,2,Durability and Appearance
60261037,ARKELSTORP,Tables & desks,945,No old price,TRUE,https://www.ikea.com/sa/en/p/arkelstorp-desk-black-60261037/,No,"        Desk,          140x70 cm",Ebba Strandmark,70,74,140,"Buy wood furniture online at IKEA Saudi Arabia. Browse a vast collection of wood tables, chairs, bedside tables, coffee tables & more available at a low price.",Item still available for sale,vast available low,1,Style and Functionality
90388978,VIKHAMMER,Tables & desks,395,No old price,TRUE,https://www.ikea.com/sa/en/p/vikhammer-bedside-table-black-90388978/,No,"        Bedside table,          60x39 cm",Marcus Arvonen,39,7,60,"VIKHAMMER bedside table, black, 60x39 cm A clean, simple design that fits nicely next to high beds. If a good book has kept you up late, you can quietly tuck it away in one of the soft-closing drawers without waking anyone.",Item still available for sale,black clean simple fits next high good kept tuck soft-closing waking,2,Durability and Appearance
70340807,EKEDALEN,Tables & desks,795,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-white-70340807/,No,"        Extendable table,          120/180x80 cm",Ehlén Johansson,,75,80,"EKEDALEN extendable table, white, 120/180x80 cm A durable dining table that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.",Item still available for sale,extendable white durable makes easy big single extend there’s located,2,Durability and Appearance
9282547,BEKANT,Tables & desks,1255,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s09282547/,Yes,"        Storage unit on castors,          61x101 cm",Eva Lilja Löwenhielm,45,101,61,Buy office storage units and cabinets online at IKEA Saudi Arabia. We have an extensive range of office storage units and cabinets available in different sizes.,Item still available for sale,online extensive available different,1,Style and Functionality
70221423,INGATORP,Tables & desks,945,No old price,TRUE,https://www.ikea.com/sa/en/p/ingatorp-extendable-table-white-70221423/,No,"        Extendable table,          155/215x87 cm",Carina Bengs,,74,87,"INGATORP extendable table, white, 155/215x87 cm It’s easy to extend when guests arrive – the legs of the table stay in the corner so everyone sits just as comfortably. A traditional look with details like turned legs give it that little extra. Legs and underframe are made of sturdy, solid hardwood.",Item still available for sale,extendable white easy extend arrive sits traditional turned give little extra made sturdy solid,2,Durability and Appearance
49285817,EKET,Tables & desks,94,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-white-s49285817/,Yes,"        Wall-mounted shelving unit,          35x35x35 cm",Jon Karlsson/IKEA of Sweden,35,35,35,"EKET wall-mounted shelving unit, white, 35x35x35 cm This clever EKET cabinet is always ready to lend a hand, whether it’s for storing, organising or emptying your pockets. Go for a colour that pops out or keep it discreet.",Item still available for sale,wall-mounted white ready lend storing organising emptying Go pops keep,2,Durability and Appearance
20273594,FLISAT,Tables & desks,449,No old price,TRUE,https://www.ikea.com/sa/en/p/flisat-childrens-desk-adjustable-20273594/,No,        Children's desk,S Fager/J Karlsson,67,,92,"FLISAT Children's desk, adjustable Three different heights, a top that tilts and a holder for MÅLA drawing paper roll. The desk is as practical for arts and crafts as for homework. You might say it grows with the task. Just like your child.",Item still available for sale,adjustable different top drawing practical say grows,2,Durability and Appearance
9323623,SMÅGÖRA,Tables & desks,465,No old price,TRUE,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-2-shlf-ut-white-s09323623/,No,        Changing tbl/bookshelf w 2 shlf ut,IKEA of Sweden,40,91,60,"SMÅGÖRA changing tbl/bookshelf w 2 shlf ut, white Changing table with room for more things. With 2 extra shelf units behind the changing table, you get even more room for everything you need close at hand when you take care of your baby. Comfortable height for changing the baby.",Item still available for sale,changing w white Changing extra changing get need take Comfortable changing,1,Style and Functionality
90400517,EKEDALEN,Tables & desks,796,SR 995,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105,80,"EKEDALEN bar table, dark brown, 120x80x105 cm What is it about bar tables that make them feel a little bit more casual and relaxed? EKEDALEN table is just the right height for conversation - and there’s a super comfy EKEDALEN bar chair to go with it.",Item still available for sale,dark make feel little casual relaxed right there’s super go,2,Durability and Appearance
10252974,BEKANT,Tables & desks,825,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-underframe-for-corner-table-top-white-10252974/,Yes,"        Underframe for corner table top,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110,"BEKANT underframe for corner table top, white, 160x110 cm 10 year guarantee. Read about the terms in the guarantee brochure. You can mount the table top at a height that suits you, since the legs are adjustable between 65-85 cm.",Item still available for sale,table top white Read mount table adjustable 65-85,0,"Color and Aesthetics, Usability"
59282291,BEKANT,Tables & desks,2920,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-corner-desk-left-sit-stand-black-stained-ash-veneer-white-s59282291/,Yes,"        Corner desk left sit/stand,          160x110 cm",K Malmvall/E Lilja Löwenhielm,,,110,"Click here to see our computer desks. They come in many different designs and a variety of materials, styles and sizes. Whether you need a large one, a white one, one with a traditional look or one with practical built-in drawers, we’re pretty sure you’ll find it!",Item still available for sale,see come many different need large white traditional practical we’re pretty sure find,0,"Color and Aesthetics, Usability"
29917307,INGATORP / INGOLF,Tables & desks,1725,No old price,TRUE,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/,No,"        Table and 4 chairs,          155 cm",Carina Bengs,,74,87,"INGATORP / INGOLF table and 4 chairs, white, 155/215 cm Solid wood is a hardwearing natural material. The clear-lacquered surface is easy to wipe clean. Can be easily extended by one person. The extra leaf can be stored within easy reach under the table top.",Item still available for sale,white hardwearing natural clear-lacquered easy wipe clean extended extra stored easy,2,Durability and Appearance
20400243,LEN,Tables & desks,89,No old price,TRUE,https://www.ikea.com/sa/en/p/len-nursing-pillow-grey-20400243/,No,"        Nursing pillow,          60x50x18 cm",IKEA of Sweden,,18,50,"LEN nursing pillow, grey, 60x50x18 cm LEN nursing pillow makes meals and cosiness more comfortable and safer. The cover is made from pure natural materials and the filling comprises of recycled polyester. Soft, cosy and sustainable.",Item still available for sale,makes comfortable made pure natural recycled sustainable,1,Style and Functionality
70419264,SKOGSTA,Tables & desks,1995,No old price,TRUE,https://www.ikea.com/sa/en/p/skogsta-dining-table-acacia-70419264/,No,"        Dining table,          235x100 cm",Marcus Arvonen,,73,100,"SKOGSTA dining table, acacia/black, 235x100 cm Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood. Designed for a perfect match with SKOGSTA chairs. NORDVIKEN and BERGMUND chairs are also good matches with different style expressions.",Item still available for sale,dining unique varying natural Designed perfect good different,2,Durability and Appearance
90297657,LISABO,Tables & desks,395,No old price,TRUE,https://www.ikea.com/sa/en/p/lisabo-coffee-table-ash-veneer-90297657/,No,"        Coffee table,          70x70 cm",K Hagberg/M Hagberg,,50,70,"LISABO coffee table, ash veneer, 70x70 cm We’re proud of our LISABO series, awarded with the prestigious, international Red Dot Award, for its design. The products are durable, sturdy and easy to assemble, yet look light and hand-crafted. Easy to assemble as each leg only has one fitting.",Item still available for sale,awarded prestigious international durable sturdy easy assemble look light hand-crafted assemble,2,Durability and Appearance
19281024,IDÅSEN,Tables & desks,1295,No old price,TRUE,https://www.ikea.com/sa/en/p/idasen-desk-black-dark-grey-s19281024/,No,"        Desk,          120x70 cm",Jon Karlsson,,,70,"IDÅSEN desk, black/dark grey, 120x70 cm This sturdy desk is guaranteed to outlast years of coffee and hard work. You get a generous work surface and a clever solution to keep cables in place underneath. 10 year guarantee. Read about the terms in the guarantee brochure.",Item still available for sale,sturdy guaranteed hard get generous clever keep Read,0,"Color and Aesthetics, Usability"
29304223,EKEDALEN / EKEDALEN,Tables & desks,2375,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,,"EKEDALEN / EKEDALEN bar table and 4 bar stools, white/Orrsta light grey, 120 cm The spacious bar table top gives plenty of space for eating, socialising but also for working.  The look and finish of this bar table work well both in kitchens and dining rooms. ",Item still available for sale,light spacious table top gives socialising working dining,0,"Color and Aesthetics, Usability"
30250257,KRILLE,Tables & desks,75,No old price,TRUE,https://www.ikea.com/sa/en/p/krille-leg-with-castor-white-30250257/,No,"        Leg with castor,          70 cm",Francis Cayouette,,70,,"KRILLE leg with castor, white, 70 cm Mix and match your choice of table top and legs. By buying them separately, you can create a combination with design and size that fits perfectly into your available space. Lockable castors make the table easy to move and lock in place.",Item still available for sale,white match table top buying create fits available Lockable make easy move lock,2,Durability and Appearance
59161487,MELLTORP / JANINGE,Tables & desks,1099,No old price,TRUE,https://www.ikea.com/sa/en/p/melltorp-janinge-table-and-4-chairs-white-white-s59161487/,No,"        Table and 4 chairs,          125 cm",Lisa Norinder/John/Jonas/Petrus/Paul/Caroline,,72,75,"MELLTORP / JANINGE table and 4 chairs, white/white, 125 cm This table suits many people from the minimalist to the family demanding everyday strength and durability. Put it in the kitchen or in the dining room. The clean design combines well with many styles.",Item still available for sale,table many demanding everyday Put clean many,0,"Color and Aesthetics, Usability"
39297118,LISABO / RÖNNINGE,Tables & desks,2075,No old price,TRUE,https://www.ikea.com/sa/en/p/lisabo-roenninge-table-and-4-chairs-ash-veneer-birch-s39297118/,No,"        Table and 4 chairs,          140x78 cm",Maja Ganszyniec/K Hagberg/M Hagberg,,,78,"LISABO / RÖNNINGE table and 4 chairs, ash veneer/birch, 140x78 cm A light and airy dining table set made of ash veneer and birch. It has a distinct Scandinavian appeal and the table has even received the Red Dot Design Award. Easy to assemble as each leg has only one fitting.",Item still available for sale,ash set made ash distinct Scandinavian received assemble,2,Durability and Appearance
340759,EKEDALEN,Tables & desks,995,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105,80,"EKEDALEN bar table, white, 120x80x105 cm What is it about bar tables that make them feel a little bit more casual and relaxed? EKEDALEN table is just the right height for conversation - and there’s a super comfy EKEDALEN bar chair to go with it. Easy to combine with bar stools in the same series.",Item still available for sale,white make feel little casual relaxed right there’s super go combine,2,Durability and Appearance
29282532,BEKANT,Tables & desks,1105,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s29282532/,Yes,"        Storage unit on castors,          41x101 cm",Eva Lilja Löwenhielm,45,101,41,Buy office storage units and cabinets online at IKEA Saudi Arabia. We have an extensive range of office storage units and cabinets available in different sizes.,Item still available for sale,online extensive available different,1,Style and Functionality
29304765,NORDVIKEN / NORDVIKEN,Tables & desks,3345,No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-nordviken-table-and-6-chairs-white-white-s29304765/,No,"        Table and 6 chairs,          210/289x105 cm",Francis Cayouette,,,105,"NORDVIKEN / NORDVIKEN table and 6 chairs, white/white, 210/289x105 cm This beautifully matched dining set with traditional feel will soon become a natural gathering place in your home. NORDVIKEN extendable table seats 6 to 8 people and NORDVIKEN chair provides good comfort.",Item still available for sale,matched dining traditional become natural extendable provides good,1,Style and Functionality
40368713,NORDVIKEN,Tables & desks,1995,No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-extendable-table-white-40368713/,Yes,"        Extendable table,          210/289x105 cm",Francis Cayouette,,75,105,"NORDVIKEN extendable table, white, 210/289x105 cm This spacious, wood dining table has a traditional feel and will soon become a natural gathering place in your home. The sturdy construction and smooth extension mechanism make it a long-lasting favourite.",Item still available for sale,extendable white spacious dining traditional become natural sturdy smooth make long-lasting,2,Durability and Appearance
99323925,STENSELE,Tables & desks,550,No old price,TRUE,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,"        Bar table,          70x70 cm",Maja Ganszyniec,,104,70,"STENSELE bar table, anthracite/anthracite, 70x70 cm A square bar table with a sleek and stable design that’s perfect for casual chit chat and a bite to eat whether in a smaller kitchen or office setting. Separate tabletops are available so you can change the look of your table at any time.",Item still available for sale,sleek stable casual eat Separate available change,0,"Color and Aesthetics, Usability"
50298418,FLISAT,Tables & desks,349,No old price,TRUE,https://www.ikea.com/sa/en/p/flisat-childrens-table-50298418/,No,"        Children's table,          83x58 cm",S Fager/J Karlsson,,48,58,"FLISAT children's table, 83x58 cm At IKEA, we love to develop products that can be used together in a smart way. That’s why TROFAST storage boxes fit under the lids of the table. Your child can keep toys at hand – and clean up in a jiff!",Item still available for sale,love develop used smart fit keep clean,1,Style and Functionality
79296857,EKEDALEN / EKEDALEN,Tables & desks,1695,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,No,"        Table and 4 chairs,          120/180 cm",Ehlén Johansson,,,,"EKEDALEN / EKEDALEN table and 4 chairs, white/Orrsta light grey, 120/180 cm Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood. 1 person can quickly and smoothly extend the table before the guests arrive.",Item still available for sale,light unique varying natural extend arrive,2,Durability and Appearance
79912760,NORBERG / NISSE,Tables & desks,324,No old price,TRUE,https://www.ikea.com/sa/en/p/norberg-nisse-table-and-1-chair-white-chrome-plated-white-s79912760/,No,"        Table and 1 chair,          74 cm",Lisa Norinder/Marcus Arvonen,60,,74,"Whether your space is at a premium, or you really love having romantic candlelit dinners with your partner, here you’ll find many 2-seater dining sets to choose from. We made sure that for each set, tables and chairs have matching looks, so it’s easier for you to find the right one.",Item still available for sale,love romantic you’ll find many 2-seater dining choose made sure matching it’s find right,0,"Color and Aesthetics, Usability"
19221351,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-white-orrsta-light-grey-s19221351/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,,"EKEDALEN / EKEDALEN table and 6 chairs, white/Orrsta light grey, 180/240 cm Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood. 1 person can quickly and smoothly extend the table before the guests arrive.",Item still available for sale,light unique varying natural extend arrive,2,Durability and Appearance
70340765,EKEDALEN,Tables & desks,995,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-extendable-table-white-70340765/,No,"        Extendable table,          180/240x90 cm",Ehlén Johansson,,75,90,"EKEDALEN extendable table, white, 180/240x90 cm A durable dining table that makes it easy to have big dinners. A single person can extend the table and there’s plenty of room for chairs since the legs are always located at the corners of the table.",Item still available for sale,extendable white durable makes easy big single extend there’s located,2,Durability and Appearance
20307037,GULLIVER,Tables & desks,795,No old price,TRUE,https://www.ikea.com/sa/en/p/gulliver-changing-table-white-20307037/,No,        Changing table,IKEA of Sweden,54,93,82,"GULLIVER changing table, white A secure place where you and your baby can get to know one another in peace and quiet. Comfortable height and storage close at hand so you can reach what you need and always keep one hand on the baby. Comfortable height for changing the baby.",Item still available for sale,changing white get know quiet Comfortable reach need keep Comfortable changing,2,Durability and Appearance
39279567,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-dark-brown-orrsta-light-grey-s39279567/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,,"EKEDALEN / EKEDALEN table and 6 chairs, dark brown/Orrsta light grey, 180/240 cm Every table is unique, with varying grain pattern and natural colour shifts that are part of the charm of wood. 1 person can quickly and smoothly extend the table before the guests arrive.",Item still available for sale,dark light unique varying natural extend arrive,2,Durability and Appearance
